#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Brevibacterium	Unclassified	HMSC063G07	NZ_KV802350.1	54579	131665	furan - lassopeptide - t1nrps hybrid	False	coelibactin	36	BGC0000324	https://antismash-db.secondarymetabolites.org/go/NZ_KV802350.1/54579-131665	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001810665.1/NZ_KV802350/1/54579/131665
Pseudomonas	amygdali	R15244	NZ_CP026559.1	93277	114213	furan	False	colicin V	1	BGC0001555	https://antismash-db.secondarymetabolites.org/go/NZ_CP026559.1/93277-114213	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002905685.2/NZ_CP026559/1/93277/114213
Nocardia	puris	DSM 44599	NZ_QNRE01000001.1	596672	617845	furan	False	diisonitrile antibiotic SF2768	11	BGC0001574	https://antismash-db.secondarymetabolites.org/go/NZ_QNRE01000001.1/596672-617845	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003315035.1/NZ_QNRE01000001/1/596672/617845
Nocardia	puris	DSM 44599	NZ_QNRE01000016.1	106586	127579	furan	False	vazabitide A	10	BGC0001818	https://antismash-db.secondarymetabolites.org/go/NZ_QNRE01000016.1/106586-127579	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003315035.1/NZ_QNRE01000016/1/106586/127579
Pseudomonas	savastanoi	1448A; BAA-978	NC_007274.1	86850	107786	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_007274.1/86850-107786	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000012205.1/NC_007274/1/86850/107786
Nocardia	farcinica	IFM 10152	NC_006361.1	5181882	5202872	furan	False	vazabitide A	10	BGC0001818	https://antismash-db.secondarymetabolites.org/go/NC_006361.1/5181882-5202872	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000009805.1/NC_006361/1/5181882/5202872
Streptococcus	mitis	OD_317805_11	NZ_CP028415.1	1879289	1900099	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP028415.1/1879289-1900099	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000722765.2/NZ_CP028415/1/1879289/1900099
Curtobacterium	Unclassified	MCBA15_004	NZ_MJGK01000007.1	86245	107148	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MJGK01000007.1/86245-107148	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001865055.1/NZ_MJGK01000007/1/86245/107148
Rathayibacter	Unclassified	AY1A2	NZ_PSTP01000003.1	185816	206734	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_PSTP01000003.1/185816-206734	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002930935.1/NZ_PSTP01000003/1/185816/206734
Streptococcus	mitis	OD_317805_11	NZ_KQ970262.1	417239	438157	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KQ970262.1/417239-438157	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001579045.1/NZ_KQ970262/1/417239/438157
Streptococcus	mitis	OD_317805_11	NZ_KQ970265.1	92764	113661	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KQ970265.1/92764-113661	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001579045.1/NZ_KQ970265/1/92764/113661
Pseudomonas	coronafaciens	462	NZ_QPDJ01000020.1	2269	23205	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QPDJ01000020.1/2269-23205	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003416355.1/NZ_QPDJ01000020/1/2269/23205
Nocardia	brasiliensis	FDAARGOS_352	NZ_CP046171.1	6926894	6947884	furan	False	vazabitide A	10	BGC0001818	https://antismash-db.secondarymetabolites.org/go/NZ_CP046171.1/6926894-6947884	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011801125.1/NZ_CP046171/1/6926894/6947884
Rathayibacter	Unclassified	AY1C6	NZ_PSWC01000002.1	125890	146808	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_PSWC01000002.1/125890-146808	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002931535.1/NZ_PSWC01000002/1/125890/146808
Rathayibacter	Unclassified	AY1C2	NZ_PSWG01000003.1	119784	140702	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_PSWG01000003.1/119784-140702	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002931195.1/NZ_PSWG01000003/1/119784/140702
Kocuria	indica	DE0433	NZ_VELC01000012.1	17127	30547	furan	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VELC01000012.1/17127-30547	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007681515.1/NZ_VELC01000012/1/17127/30547
Streptococcus	Unclassified	5346	NZ_VMMY01000012.1	4212	25106	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMMY01000012.1/4212-25106	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013277455.1/NZ_VMMY01000012/1/4212/25106
Streptomyces	Unclassified	WAC00288	NZ_CP027022.1	1202186	1228248	butyrolactone - furan hybrid	False	pyrrolomycin A / pyrrolomycin B / pyrrolomycin C / pyrrolomycin D	5	BGC0000130	https://antismash-db.secondarymetabolites.org/go/NZ_CP027022.1/1202186-1228248	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002943895.1/NZ_CP027022/1/1202186/1228248
Hamadaea	tsunoensis	DSM 44101	NZ_AUAX01000037.1	360	78523	furan - t1nrps - t1pks - terpene hybrid	True	akaeolide	16	BGC0001199	https://antismash-db.secondarymetabolites.org/go/NZ_AUAX01000037.1/360-78523	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000428945.1/NZ_AUAX01000037/1/360/78523
Acinetobacter	pittii	WCHAP100010	NZ_SGTD01000008.1	54901	146791	arylpolyene - furan - hserlactone - t1nrps hybrid	False	K53 capsular polysaccharide	10	BGC0001947	https://antismash-db.secondarymetabolites.org/go/NZ_SGTD01000008.1/54901-146791	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004209445.1/NZ_SGTD01000008/1/54901/146791
Saccharothrix	Unclassified	CB00851	NZ_LWLC01000023.1	95241	116240	furan	False	disorazol A	23	BGC0001093	https://antismash-db.secondarymetabolites.org/go/NZ_LWLC01000023.1/95241-116240	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001905065.1/NZ_LWLC01000023/1/95241/116240
Streptomyces	Unclassified	CS149	NZ_KZ679082.1	3171436	3215768	betalactone - butyrolactone - furan hybrid	False	asukamycin	27	BGC0000187	https://antismash-db.secondarymetabolites.org/go/NZ_KZ679082.1/3171436-3215768	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003024215.1/NZ_KZ679082/1/3171436/3215768
Sphingobacterium	soli	DSM 101679	NZ_JACJHW010000002.1	348412	369354	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JACJHW010000002.1/348412-369354	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014138555.2/NZ_JACJHW010000002/1/348412/369354
Microbacterium	azadirachtae	CL140	NZ_FOYR01000001.1	373292	400966	furan - linaridin hybrid	False	Sch-47554 / Sch-47555	3	BGC0000268	https://antismash-db.secondarymetabolites.org/go/NZ_FOYR01000001.1/373292-400966	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900114965.1/NZ_FOYR01000001/1/373292/400966
Streptomyces	Unclassified	CNT371	NZ_AZWZ01000048.1	10308	50412	furan - other hybrid	True	methylenomycin A	14	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_AZWZ01000048.1/10308-50412	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000514995.1/NZ_AZWZ01000048/1/10308/50412
Sanguibacter	massiliensis	Marseille-P3815	NZ_LT964979.1	1958898	1979702	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LT964979.1/1958898-1979702	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900240335.1/NZ_LT964979/1/1958898/1979702
Herbihabitans	rhizosphaerae	DSM 101727	NZ_SGWQ01000001.1	287951	308950	furan	False	difficidin	13	BGC0000176	https://antismash-db.secondarymetabolites.org/go/NZ_SGWQ01000001.1/287951-308950	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004216555.1/NZ_SGWQ01000001/1/287951/308950
Clostridium	Unclassified	BNL1100	NC_016791.1	2950933	3024911	furan - t1nrps - t1pks hybrid	False	pellasoren	16	BGC0001034	https://antismash-db.secondarymetabolites.org/go/NC_016791.1/2950933-3024911	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000244875.1/NC_016791/1/2950933/3024911
Enterococcus	Unclassified	7E2_DIV0204	NZ_NGKY01000001.1	1262266	1283214	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NGKY01000001.1/1262266-1283214	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002140855.1/NZ_NGKY01000001/1/1262266/1283214
Acinetobacter	Unclassified	ANC 3789	NZ_KB851217.1	53770	103314	betalactone - furan hybrid	False	mycosubtilin	20	BGC0001103	https://antismash-db.secondarymetabolites.org/go/NZ_KB851217.1/53770-103314	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000368265.1/NZ_KB851217/1/53770/103314
Streptococcus	gallolyticus	ICDDRB-NRC-S1	NZ_FOGM01000002.1	35421	56330	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FOGM01000002.1/35421-56330	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900111215.1/NZ_FOGM01000002/1/35421/56330
Pantoea	anthophila	EKM101A	NZ_JAALFR010000008.1	92662	113514	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JAALFR010000008.1/92662-113514	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011800355.1/NZ_JAALFR010000008/1/92662/113514
Sphingobacterium	daejeonense	NCTC13534	NZ_LR590470.1	234151	255096	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LR590470.1/234151-255096	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_901472535.1/NZ_LR590470/1/234151/255096
Rhodococcus	Unclassified	06-235-1A	NZ_NOYI01000033.1	177	21206	furan	False	methylenomycin A	9	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_NOYI01000033.1/177-21206	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002258785.1/NZ_NOYI01000033/1/177/21206
Streptomyces	Unclassified	CS081A	NZ_KZ819169.1	766457	793741	butyrolactone - furan hybrid	False	pyrrolomycin A / pyrrolomycin B / pyrrolomycin C / pyrrolomycin D	5	BGC0000130	https://antismash-db.secondarymetabolites.org/go/NZ_KZ819169.1/766457-793741	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003116715.1/NZ_KZ819169/1/766457/793741
Cellulosimicrobium	cellulans	J1	NZ_FXAA01000013.1	39951	60962	furan	False	methylenomycin A	9	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_FXAA01000013.1/39951-60962	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900177495.1/NZ_FXAA01000013/1/39951/60962
Leucobacter	luti	BIGb0106	NZ_SNYA01000004.1	85163	106090	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SNYA01000004.1/85163-106090	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004362775.1/NZ_SNYA01000004/1/85163/106090
Streptomyces	Unclassified	CNQ-525	NZ_JNID01000042.1	8645	49122	furan - other hybrid	True	streptobactin	11	BGC0000368	https://antismash-db.secondarymetabolites.org/go/NZ_JNID01000042.1/8645-49122	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000701285.1/NZ_JNID01000042/1/8645/49122
Pseudomonas	chlororaphis	JD37	NZ_CP059162.1	5546446	5567379	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP059162.1/5546446-5567379	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013466605.1/NZ_CP059162/1/5546446/5567379
Streptomyces	Unclassified	CdTB01	NZ_CP013743.1	9443966	9464986	furan	False	foxicins A-D	7	BGC0001598	https://antismash-db.secondarymetabolites.org/go/NZ_CP013743.1/9443966-9464986	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001484565.1/NZ_CP013743/1/9443966/9464986
Lactobacillus	raoultii	Marseille-P4006	NZ_LS422986.1	29295	50234	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LS422986.1/29295-50234	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900411375.1/NZ_LS422986/1/29295/50234
Sphingobacterium	Unclassified	KCTC 12578	NZ_WUQZ01000003.1	150253	171204	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_WUQZ01000003.1/150253-171204	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009829075.1/NZ_WUQZ01000003/1/150253/171204
Streptomyces	Unclassified	CNY243	NZ_KB897745.1	0	37962	furan - other hybrid	True	methylenomycin A	9	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_KB897745.1/0-37962	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000377165.1/NZ_KB897745/1/0/37962
Streptomyces	caeruleatus	NRRL B-24802	NZ_KQ948938.1	192034	203140	furan	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948938.1/192034-203140	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514235.1/NZ_KQ948938/1/192034/203140
Streptomyces	Unclassified	351MFTsu5.1	NZ_KB911775.1	399996	444820	furan - t1pks hybrid	False	methylenomycin A	19	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_KB911775.1/399996-444820	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000383655.1/NZ_KB911775/1/399996/444820
Streptomyces	Unclassified	351MFTsu5.1	NZ_KB911805.1	0	11405	furan	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KB911805.1/0-11405	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000383655.1/NZ_KB911805/1/0/11405
Streptococcus	mitis	OD_317805_11	NZ_CP012646.1	423282	444176	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP012646.1/423282-444176	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001281025.1/NZ_CP012646/1/423282/444176
Streptococcus	mitis	OD_317805_11	NZ_NCVC01000015.1	124543	145437	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NCVC01000015.1/124543-145437	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002096735.1/NZ_NCVC01000015/1/124543/145437
Streptomyces	subrutilus	ATCC 27467	NZ_CP023701.1	2541706	2562738	furan	False	methylenomycin A	19	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_CP023701.1/2541706-2562738	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008704535.1/NZ_CP023701/1/2541706/2562738
Paenarthrobacter	nitroguajacolicus	xwA3	NZ_QJQZ01000038.1	24619	45630	furan	False	methylenomycin A	9	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_QJQZ01000038.1/24619-45630	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013393175.1/NZ_QJQZ01000038/1/24619/45630
Nocardia	farcinica	W6977	NZ_CP031418.1	4524511	4545501	furan	False	vazabitide A	10	BGC0001818	https://antismash-db.secondarymetabolites.org/go/NZ_CP031418.1/4524511-4545501	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003367415.1/NZ_CP031418/1/4524511/4545501
Pseudomonas	amygdali	M301315	NZ_CP031227.1	45562	62136	furan	True	colicin V	1	BGC0001555	https://antismash-db.secondarymetabolites.org/go/NZ_CP031227.1/45562-62136	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000146005.2/NZ_CP031227/1/45562/62136
Thermobifida	halotolerans	YIM 90462	NZ_LIZN01000020.1	3890	24895	furan	False	methylenomycin A	23	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_LIZN01000020.1/3890-24895	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001660385.1/NZ_LIZN01000020/1/3890/24895
Streptomyces	Unclassified	S1D4-11	NZ_CP051010.1	3807471	3836795	butyrolactone - furan hybrid	False	methylenomycin A	23	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_CP051010.1/3807471-3836795	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_012275145.1/NZ_CP051010/1/3807471/3836795
Lactobacillus	paragasseri	Indica	NZ_VNFX01000027.1	576	19078	furan	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VNFX01000027.1/576-19078	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007785845.1/NZ_VNFX01000027/1/576/19078
Vibrio	Unclassified	HENC-03	NZ_JH976124.1	669887	690877	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JH976124.1/669887-690877	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000305755.2/NZ_JH976124/1/669887/690877
Actinocrispum	wychmicini	DSM 45934	NZ_SLWS01000002.1	468241	507266	furan - lanthipeptide hybrid	False	methylenomycin A	14	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_SLWS01000002.1/468241-507266	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004345645.1/NZ_SLWS01000002/1/468241/507266
Yersinia	aldovae	IP07632	NZ_CQCP01000015.1	110069	125366	furan	True	methylenomycin A	9	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_CQCP01000015.1/110069-125366	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001164505.1/NZ_CQCP01000015/1/110069/125366
Streptomyces	Unclassified	BK387	NZ_SLVZ01000002.1	90447	119054	butyrolactone - furan hybrid	False	methylenomycin A	19	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_SLVZ01000002.1/90447-119054	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004342785.1/NZ_SLVZ01000002/1/90447/119054
Pseudomonas	3	M4a	NZ_LGLE01000043.1	0	9589	furan	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LGLE01000043.1/0-9589	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001294305.1/NZ_LGLE01000043/1/0/9589
Streptomyces	asterosporus	DSM 41452	NZ_CP022310.1	7696677	7717688	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP022310.1/7696677-7717688	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006716135.1/NZ_CP022310/1/7696677/7717688
Rathayibacter	Unclassified	AY1C4	NZ_PSWE01000001.1	141157	162075	furan	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_PSWE01000001.1/141157-162075	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002932195.1/NZ_PSWE01000001/1/141157/162075
Acidothermus	cellulolyticus	11B; ATCC 43068	NC_008578.1	2343551	2364577	furan	False	7-deoxypactamycin	7	BGC0000119	https://antismash-db.secondarymetabolites.org/go/NC_008578.1/2343551-2364577	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000015025.1/NC_008578/1/2343551/2364577
