#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Streptococcus	salivarius	CCHSS3	NC_015760.1	742809	776926	lanthipeptide - ras-ripp hybrid	False	salivaricin 9	100	BGC0000547	https://antismash-db.secondarymetabolites.org/go/NC_015760.1/742809-776926	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000253335.1/NC_015760/1/742809/776926
Enterococcus	thailandicus	a523	NZ_CP023074.1	1030627	1053129	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP023074.1/1030627-1053129	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002290025.1/NZ_CP023074/1/1030627/1053129
Streptococcus	Unclassified	1449	NZ_VMMC01000001.1	121513	169701	ras-ripp - t3pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMMC01000001.1/121513-169701	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013277005.1/NZ_VMMC01000001/1/121513/169701
Enterococcus	Unclassified	5B7_DIV0075	NZ_NGMR01000001.1	2515053	2537216	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NGMR01000001.1/2515053-2537216	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002140775.1/NZ_NGMR01000001/1/2515053/2537216
Staphylococcus	pseudintermedius	VTH737	NZ_CP035740.1	1816476	1838642	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP035740.1/1816476-1838642	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004307335.1/NZ_CP035740/1/1816476/1838642
Lactococcus	Unclassified	dk101	NZ_WITI01000005.1	73240	95544	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_WITI01000005.1/73240-95544	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009601055.1/NZ_WITI01000005/1/73240/95544
Streptococcus	Unclassified	CNU G3	NZ_CP046624.1	1236069	1258565	ras-ripp	False	streptide	50	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP046624.1/1236069-1258565	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009755785.1/NZ_CP046624/1/1236069/1258565
Streptococcus	ruminantium	MO512	NZ_BCEU01000006.1	4370	34913	bacteriocin - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_BCEU01000006.1/4370-34913	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009731035.1/NZ_BCEU01000006/1/4370/34913
Lactococcus	Unclassified	EKM203L	NZ_JAALEQ010000013.1	12196	34805	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JAALEQ010000013.1/12196-34805	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011800585.1/NZ_JAALEQ010000013/1/12196/34805
Streptococcus	castoreus	DSM 17536	NZ_AUKZ01000011.1	8488	30728	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AUKZ01000011.1/8488-30728	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000425025.1/NZ_AUKZ01000011/1/8488/30728
Streptococcus	mitis	OD_317805_11	NZ_KQ970290.1	32683	56353	ras-ripp	False	thermophilin 1277	10	BGC0000561	https://antismash-db.secondarymetabolites.org/go/NZ_KQ970290.1/32683-56353	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001579035.1/NZ_KQ970290/1/32683/56353
Streptococcus	Unclassified	1643	NZ_CP040231.1	574371	596682	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP040231.1/574371-596682	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006228325.1/NZ_CP040231/1/574371/596682
Streptococcus	constellatus	C232	NC_022236.1	584245	606544	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_022236.1/584245-606544	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000463395.1/NC_022236/1/584245/606544
Streptococcus	Unclassified	9903	NZ_VMLI01000023.1	40413	88652	ras-ripp - t3pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMLI01000023.1/40413-88652	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013276625.1/NZ_VMLI01000023/1/40413/88652
Enterococcus	durans	VREdu	NZ_CABGKH010000001.1	134632	157392	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CABGKH010000001.1/134632-157392	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_902159525.1/NZ_CABGKH010000001/1/134632/157392
Streptococcus	Unclassified	HMSC076C09	NZ_KV834636.1	0	12315	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KV834636.1/0-12315	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001837905.1/NZ_KV834636/1/0/12315
Streptococcus	Unclassified	2785	NZ_VMLQ01000015.1	12204	60595	ras-ripp - t3pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMLQ01000015.1/12204-60595	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013276775.1/NZ_VMLQ01000015/1/12204/60595
Streptococcus	Unclassified	8854	NZ_VMLK01000005.1	3495	25797	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMLK01000005.1/3495-25797	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013276645.1/NZ_VMLK01000005/1/3495/25797
Enterococcus	Unclassified	7F3_DIV0205	NZ_NGKX01000001.1	435844	458631	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NGKX01000001.1/435844-458631	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002141365.1/NZ_NGKX01000001/1/435844/458631
Streptococcus	himalayensis	HTS2	NZ_CP016953.1	543653	565959	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP016953.1/543653-565959	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001708305.1/NZ_CP016953/1/543653/565959
Streptococcus	ruminantium	MO512	NZ_BCET01000011.1	3982	35200	bacteriocin - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_BCET01000011.1/3982-35200	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009731015.1/NZ_BCET01000011/1/3982/35200
Staphylococcus	Unclassified	MI 10-1553	NZ_CP048279.1	2527542	2578469	lanthipeptide - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP048279.1/2527542-2578469	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010365305.1/NZ_CP048279/1/2527542/2578469
Streptococcus	Unclassified	I-G2	NC_022584.1	623226	645779	ras-ripp - sactipeptide hybrid	False	macedocin	14	BGC0000526	https://antismash-db.secondarymetabolites.org/go/NC_022584.1/623226-645779	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000479335.1/NC_022584/1/623226/645779
Streptococcus	Unclassified	C150	NZ_GL698449.1	447128	474124	ras-ripp	False	WGK	100	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_GL698449.1/447128-474124	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187445.1/NZ_GL698449/1/447128/474124
